hpsa_name,designation_type,hpsa_discipline_class,hpsa_status,hpsa_designation_date,hpsa_designation_last_update_date,rural_status,hpsa_population_type,counties,total_population,per_pov,med_hh
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Pico Union/Westlake (MSSA78.2B,HPSA Population,Primary Care,Withdrawn,23/07/2002,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mt. Shasta/Weed,HPSA Population,Primary Care,Withdrawn,01/05/1995,15/09/2000,Rural,Low Income Population HPSA,Siskiyou,44076,18.8,40875
Low Income - Mt. Shasta/Weed,HPSA Population,Primary Care,Withdrawn,01/05/1995,15/09/2000,Rural,Low Income Population HPSA,Siskiyou,44076,18.8,40875
McCloud/Tennant (MSSA 199),Geographic HPSA,Primary Care,Withdrawn,01/05/1995,22/12/2008,Rural,Geographic Population,Siskiyou,44076,18.8,40875
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Mission Hills/San Fernando,HPSA Population,Primary Care,Withdrawn,27/02/1995,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Highland Park (MSSA 78.2I),HPSA Population,Primary Care,Withdrawn,27/02/1995,15/06/2001,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Newman,HPSA Population,Primary Care,Withdrawn,16/11/1994,25/03/1999,Rural,Low Income Population HPSA,Merced,281202,20.3,47442
Low Income - Newman,HPSA Population,Primary Care,Withdrawn,16/11/1994,25/03/1999,Rural,Low Income Population HPSA,Stanislaus,552878,14.5,54060
Low Income/Migrant Farmworker - Gustine,HPSA Population,Primary Care,Withdrawn,16/11/1994,20/02/2002,Rural,Low Income Migrant Farmworker Population HPSA,Merced,281202,20.3,47442
Low Income - Healdsburg/Geyserville,HPSA Population,Primary Care,Withdrawn,16/11/1994,15/09/2000,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Healdsburg/Geyserville,HPSA Population,Primary Care,Withdrawn,16/11/1994,15/09/2000,Non-Rural,Low Income Population HPSA,Sonoma,488863,9.4,73496
Low Income - Lake Arrowhead,HPSA Population,Primary Care,Withdrawn,21/10/1994,19/05/1999,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,Los Angeles,10014009,16.3,61308
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Low Income - Vista East/San Marcos North,HPSA Population,Primary Care,Withdrawn,31/08/1988,03/11/2011,Non-Rural,Low Income Population HPSA,San Diego,3298634,12.4,70693
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Florence/Huntington Park,Geographic HPSA,Primary Care,Withdrawn,04/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Maple/Santa Barbara,Geographic HPSA,Primary Care,Withdrawn,25/01/1979,02/10/1995,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
East Bakersfield (MSSA 66B),Geographic HPSA,Primary Care,Withdrawn,22/10/2002,28/02/2008,Non-Rural,Geographic Population,Kern,909235,22.4,49812
East Bakersfield (MSSA 66B),Geographic HPSA,Primary Care,Withdrawn,22/10/2002,28/02/2008,Non-Rural,Geographic Population,Kern,909235,22.4,49812
East Bakersfield (MSSA 66B),Geographic HPSA,Primary Care,Withdrawn,22/10/2002,28/02/2008,Non-Rural,Geographic Population,Kern,909235,22.4,49812
East Bakersfield (MSSA 66B),Geographic HPSA,Primary Care,Withdrawn,22/10/2002,28/02/2008,Non-Rural,Geographic Population,Kern,909235,22.4,49812
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Medi-Cal Population - Loyalton,HPSA Population,Primary Care,Withdrawn,24/11/1987,21/01/1994,Rural,Medicaid Eligible Population HPSA,Plumas,19790,12.6,53646
Spanish Speaking Population - San Marcos,HPSA Population,Primary Care,Withdrawn,16/12/1986,26/03/1992,Non-Rural,Other Population HPSA,San Diego,3298634,12.4,70693
Medicaid - Tehama County,HPSA Population,Primary Care,Withdrawn,08/08/1986,31/12/1996,Rural,Medicaid Eligible Population HPSA,Tehama,65829,20.9,40585
San Benito/Bitterwater,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,22/08/2005,Rural,Geographic Population,San Benito,64209,10.5,73298
Hollister/San Juan Bautista,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,30/06/2000,Rural,Geographic Population,San Benito,64209,10.5,73298
Hollister/San Juan Bautista,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,30/06/2000,Rural,Geographic Population,San Benito,64209,10.5,73298
Hollister/San Juan Bautista,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,30/06/2000,Rural,Geographic Population,San Benito,64209,10.5,73298
Hollister/San Juan Bautista,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,30/06/2000,Rural,Geographic Population,San Benito,64209,10.5,73298
Hollister/San Juan Bautista,Geographic HPSA,Primary Care,Withdrawn,31/03/1986,30/06/2000,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Edison/Easton,Geographic HPSA,Primary Care,Withdrawn,11/02/1986,30/04/1996,Non-Rural,Geographic Population,Fresno,1008654,25.5,48323
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Tulare,473117,24.7,45768
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
Redwood/Potter Valley,Geographic HPSA,Primary Care,Withdrawn,10/06/1985,15/09/2000,Rural,Geographic Population,Mendocino,91601,19,45247
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
East Contra Costa,Geographic HPSA,Primary Care,Withdrawn,15/04/1985,20/09/1999,Non-Rural,Geographic Population,Contra Costa,1165927,8.7,90920
