HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text
Low Income - East Bakersfield (MSSA 66B),106999064H,HPSA Population,Primary Care,0,NA,CA,Withdrawn,17/06/1993,22/10/2002,Metropolitan,06029002100,Not applicable,22/10/2002,17.5,52604,33,3006:1,Low Income Population HPSA,Non-Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,21,,CA,CT,Census Tract,Low Income Population HPSA,52500,104,M,LI,,3000:1,52604,,W,Hpsa Pop,10/22/2002,06,California,Not Applicable,N,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Low Income - East Bakersfield (MSSA 66B),106999064H,HPSA Population,Primary Care,0,NA,CA,Withdrawn,17/06/1993,22/10/2002,Metropolitan,06029002301,Not applicable,22/10/2002,17.5,52604,33,3006:1,Low Income Population HPSA,Non-Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,23.01,,CA,CT,Census Tract,Low Income Population HPSA,52500,104,M,LI,,3000:1,52604,,W,Hpsa Pop,10/22/2002,06,California,Not Applicable,N,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Willows,106999064G,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,17/06/1993,20/09/1999,Non-Metropolitan,06021010400,Not applicable,20/09/1999,3.4,14345,18.2,4219:1,Geographic Population,Rural,,,,N,"Glenn County, CA",,Region 9,CA,06021,06,California,Glenn,021,1,,,104,,CA,CT,Census Tract,Geographic Population,11900,2445,N,TRC,,3500:1,14345,0.7,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,R,CA,06021,06,California,N,N,27/03/2024,03/27/2024
Willows,106999064G,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,17/06/1993,20/09/1999,Non-Metropolitan,06021010300,Not applicable,20/09/1999,3.4,14345,18.2,4219:1,Geographic Population,Rural,,,,N,"Glenn County, CA",,Region 9,CA,06021,06,California,Glenn,021,1,,,103,,CA,CT,Census Tract,Geographic Population,11900,2445,N,TRC,,3500:1,14345,0.7,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,R,CA,06021,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012200,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Non-Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,122,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,N,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012303,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Non-Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,123.03,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,N,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012000,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Non-Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,120,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,N,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012400,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,124,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,R,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012302,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Non-Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,123.02,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,N,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Low Income - Anderson/Cottonwood (MSSA 186),106999064F,HPSA Population,Primary Care,0,NA,CA,Withdrawn,03/06/1993,03/11/2011,Non-Metropolitan,06089012301,Not applicable,03/11/2011,3.7,11942,,3228:1,Low Income Population HPSA,Non-Rural,,,,N,"Shasta County, CA",,Region 9,CA,06089,06,California,Shasta,089,1,,,123.01,,CA,CT,Census Tract,Low Income Population HPSA,11100,842,N,LI,,3000:1,,0.3,W,Hpsa Pop,11/03/2011,06,California,Not Applicable,N,CA,06089,06,California,N,N,27/03/2024,03/27/2024
Medi-Cal Population - Calaveras County,106999064E,HPSA Population,Primary Care,0,NA,CA,Withdrawn,01/04/1993,15/09/1994,Non-Metropolitan,06009,Not applicable,15/09/1994,1.1,3978,,3616:1,Medicaid Eligible Population HPSA,Rural,,,,N,"Calaveras County, CA",,Region 9,CA,06009,06,California,Calaveras,009,1,,,Calaveras,,CA,SCTY,Single County,Medicaid Eligible Population HPSA,3300,678,N,M,,3000:1,3978,,W,Hpsa Pop,09/15/1994,06,California,Not Applicable,R,CA,06009,06,California,N,N,27/03/2024,03/27/2024
East Yolo,106999064D,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06113010102,Not applicable,20/09/1999,4,31507,17.6,7877:1,Geographic Population,Non-Rural,,,,N,"Yolo County, CA",,Region 9,CA,06113,06,California,Yolo,113,1,,,101.02,,CA,CT,Census Tract,Geographic Population,14000,17507,N,TRC,,3500:1,31507,5,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06113,06,California,N,N,27/03/2024,03/27/2024
East Yolo,106999064D,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06113010201,Not applicable,20/09/1999,4,31507,17.6,7877:1,Geographic Population,Non-Rural,,,,N,"Yolo County, CA",,Region 9,CA,06113,06,California,Yolo,113,1,,,102.01,,CA,CT,Census Tract,Geographic Population,14000,17507,N,TRC,,3500:1,31507,5,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06113,06,California,N,N,27/03/2024,03/27/2024
East Yolo,106999064D,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06113010203,Not applicable,20/09/1999,4,31507,17.6,7877:1,Geographic Population,Non-Rural,,,,N,"Yolo County, CA",,Region 9,CA,06113,06,California,Yolo,113,1,,,102.03,,CA,CT,Census Tract,Geographic Population,14000,17507,N,TRC,,3500:1,31507,5,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06113,06,California,N,N,27/03/2024,03/27/2024
East Yolo,106999064D,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06113010204,Not applicable,20/09/1999,4,31507,17.6,7877:1,Geographic Population,Non-Rural,,,,N,"Yolo County, CA",,Region 9,CA,06113,06,California,Yolo,113,1,,,102.04,,CA,CT,Census Tract,Geographic Population,14000,17507,N,TRC,,3500:1,31507,5,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06113,06,California,N,N,27/03/2024,03/27/2024
East Yolo,106999064D,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06113010101,Not applicable,20/09/1999,4,31507,17.6,7877:1,Geographic Population,Non-Rural,,,,N,"Yolo County, CA",,Region 9,CA,06113,06,California,Yolo,113,1,,,101.01,,CA,CT,Census Tract,Geographic Population,14000,17507,N,TRC,,3500:1,31507,5,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06113,06,California,N,N,27/03/2024,03/27/2024
Nipomo/Arroyo Grande,1069990649,HPSA Population,Primary Care,0,NA,CA,Withdrawn,12/04/1978,02/04/1984,Non-Metropolitan,0607990120,Not applicable,02/04/1984,1,10000,0,10000:1,Geographic Population,Non-Rural,,,,N,"San Luis Obispo County, CA",,Region 9,CA,06079,06,California,San Luis Obispo,079,1,,,Arroyo Grande,,CA,CSD,County Subdivision,Geographic Population,3000,7000,N,TRC,,3000:1,10000,,W,Hpsa Pop,04/02/1984,06,California,Not Applicable,N,CA,06079,06,California,N,N,27/03/2024,03/27/2024
MSSA 56/Death Valley,1069990646,Geographic HPSA,Primary Care,15,NA,CA,Withdrawn,23/02/1978,25/06/2014,Frontier,06027000800,Not applicable,25/06/2014,0.1,1244,,12440:1,Geographic Population,Rural,,,,N,"Inyo County, CA",,Region 9,CA,06027,06,California,Inyo,027,1,,,8,,CA,CT,Census Tract,Geographic Population,350,894,F,TRC,,3500:1,,0.26,W,Hpsa Geo,06/25/2014,06,California,Not Applicable,R,CA,06027,06,California,N,N,27/03/2024,03/27/2024
MSSA 56/Death Valley,1069990646,Geographic HPSA,Primary Care,15,NA,CA,Withdrawn,23/02/1978,25/06/2014,Frontier,06027000500,Not applicable,25/06/2014,0.1,1244,,12440:1,Geographic Population,Rural,,,,N,"Inyo County, CA",,Region 9,CA,06027,06,California,Inyo,027,1,,,5,,CA,CT,Census Tract,Geographic Population,350,894,F,TRC,,3500:1,,0.26,W,Hpsa Geo,06/25/2014,06,California,Not Applicable,R,CA,06027,06,California,N,N,27/03/2024,03/27/2024
Santa Cruz Women's Health Center,1069990645,Federally Qualified Health Center,Primary Care,13,NA,CA,Withdrawn,01/06/2012,25/06/2019,Unknown,POINT,,25/06/2019,,,,,,Non-Rural,-122.0287985,36.97493223,090880,N,"Santa Cruz County, CA",95060,Region 9,CA,06087,06,California,Santa Cruz,087,1,250 Locust St,Santa Cruz,Santa Cruz Women's Health Center,1069990645,,UNK,Unknown,Federally Qualified Health Center,,,0,,95060-3813,,,,W,FQHC,06/25/2019,06,California,,N,CA,06087,06,California,N,N,27/03/2024,03/27/2024
The Developmentally Disabled-Ventura County,1069990644,HPSA Population,Primary Care,0,NA,CA,Withdrawn,06/04/1978,02/04/1984,Metropolitan,06111,Not applicable,02/04/1984,1,15000,0,15000:1,Other Population HPSA,Partially Rural,,,,N,"Ventura County, CA",,Region 9,CA,06111,06,California,Ventura,111,1,,,Ventura,,CA,SCTY,Single County,Other Population HPSA,3000,12000,M,Other,,3000:1,15000,,W,Hpsa Pop,04/02/1984,06,California,Not Applicable,P,CA,06111,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000106,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Non-Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.06,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,N,CA,06039,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000108,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.08,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,R,CA,06039,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000109,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.09,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,R,CA,06039,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000102,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.02,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,R,CA,06039,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000103,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.03,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,R,CA,06039,06,California,N,N,27/03/2024,03/27/2024
MSSA 79.1/Oakhurst-N Fork,1069990643,High Needs Geographic HPSA,Primary Care,9,NA,CA,Withdrawn,06/04/1978,26/06/2017,Unknown,06039000104,Not applicable,26/06/2017,10.2,31841,10.2,3122:1,Geographic Population,Rural,,,,N,"Madera County, CA",,Region 9,CA,06039,06,California,Madera,039,1,,,1.04,,CA,CT,Census Tract,Geographic Population,30600,1241,0,TRC,,3000:1,30042,0.41,W,Hpsa Geo HN,06/26/2017,06,California,Not Applicable,R,CA,06039,06,California,N,N,27/03/2024,03/27/2024
Boron/California City (MSSA 65),1069990641,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,19/01/1979,06/03/2007,Non-Metropolitan,06029005900,Not applicable,06/03/2007,3.8,0,12.3,0:1,Geographic Population,Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,59,,CA,CT,Census Tract,Geographic Population,13300,-13300,N,TRC,,3500:1,0,,W,Hpsa Geo,03/06/2007,06,California,Not Applicable,R,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Boron/California City (MSSA 65),1069990641,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,19/01/1979,06/03/2007,Non-Metropolitan,06029006404,Not applicable,06/03/2007,3.8,0,12.3,0:1,Geographic Population,Non-Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,64.04,,CA,CT,Census Tract,Geographic Population,13300,-13300,N,TRC,,3500:1,0,,W,Hpsa Geo,03/06/2007,06,California,Not Applicable,N,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Boron/California City (MSSA 65),1069990641,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,19/01/1979,06/03/2007,Non-Metropolitan,06029005600,Not applicable,06/03/2007,3.8,0,12.3,0:1,Geographic Population,Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,56,,CA,CT,Census Tract,Geographic Population,13300,-13300,N,TRC,,3500:1,0,,W,Hpsa Geo,03/06/2007,06,California,Not Applicable,R,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Boron/California City (MSSA 65),1069990641,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,19/01/1979,06/03/2007,Non-Metropolitan,06029005506,Not applicable,06/03/2007,3.8,0,12.3,0:1,Geographic Population,Non-Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,55.06,,CA,CT,Census Tract,Geographic Population,13300,-13300,N,TRC,,3500:1,0,,W,Hpsa Geo,03/06/2007,06,California,Not Applicable,N,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Boron/California City (MSSA 65),1069990641,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,19/01/1979,06/03/2007,Non-Metropolitan,06029005700,Not applicable,06/03/2007,3.8,0,12.3,0:1,Geographic Population,Rural,,,,N,"Kern County, CA",,Region 9,CA,06029,06,California,Kern,029,1,,,57,,CA,CT,Census Tract,Geographic Population,13300,-13300,N,TRC,,3500:1,0,,W,Hpsa Geo,03/06/2007,06,California,Not Applicable,R,CA,06029,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000400,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,4,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000200,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,2,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000600,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,6,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000800,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,8,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000700,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,7,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Red Bluff,106999063Z,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,15/06/1999,Metropolitan,06103000500,Not applicable,15/06/1999,7,0,15.3,0:1,Geographic Population,Rural,,,,N,"Tehama County, CA",,Region 9,CA,06103,06,California,Tehama,103,1,,,5,,CA,CT,Census Tract,Geographic Population,24500,-24500,M,TRC,,3500:1,0,,W,Hpsa Geo,06/15/1999,06,California,Not Applicable,R,CA,06103,06,California,N,N,27/03/2024,03/27/2024
Meridian/Robbins,106999063Y,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,31/07/1998,Non-Metropolitan,06101050900,Not applicable,31/07/1998,0,0,19.3,,Geographic Population,Non-Rural,,,,N,"Sutter County, CA",,Region 9,CA,06101,06,California,Sutter,101,1,,,509,,CA,CT,Census Tract,Geographic Population,0,0,N,TRC,,3500:1,0,,W,Hpsa Geo,07/31/1998,06,California,Not Applicable,N,CA,06101,06,California,N,N,27/03/2024,03/27/2024
West Modesto,106999063X,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06099001500,Not applicable,20/09/1999,5.4,0,26.9,0:1,Geographic Population,Non-Rural,,,,N,"Stanislaus County, CA",,Region 9,CA,06099,06,California,Stanislaus,099,1,,,15,,CA,CT,Census Tract,Geographic Population,18900,-18900,N,TRC,,3500:1,0,0,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06099,06,California,N,N,27/03/2024,03/27/2024
West Modesto,106999063X,Geographic HPSA,Primary Care,0,NA,CA,Withdrawn,02/04/1993,20/09/1999,Non-Metropolitan,06099003100,Not applicable,20/09/1999,5.4,0,26.9,0:1,Geographic Population,Non-Rural,,,,N,"Stanislaus County, CA",,Region 9,CA,06099,06,California,Stanislaus,099,1,,,31,,CA,CT,Census Tract,Geographic Population,18900,-18900,N,TRC,,3500:1,0,0,W,Hpsa Geo,09/20/1999,06,California,Not Applicable,N,CA,06099,06,California,N,N,27/03/2024,03/27/2024
Low Income/Migrant Farmworker - Northern Napa Coun,106999065M,HPSA Population,Primary Care,0,NA,CA,Withdrawn,07/06/1994,20/02/2002,Metropolitan,06055201800,Not applicable,20/02/2002,1,4234,20.7,4234:1,Low Income Migrant Farmworker Population HPSA,Non-Rural,,,,N,"Napa County, CA",,Region 9,CA,06055,06,California,Napa,055,1,,,2018,,CA,CT,Census Tract,Low Income Migrant Farmworker Population HPSA,3000,1234,M,LI-MFW,,3000:1,4234,0,W,Hpsa Pop,02/20/2002,06,California,Not Applicable,N,CA,06055,06,California,N,N,27/03/2024,03/27/2024
Low Income/Migrant Farmworker - Southwest Merced,106999065L,HPSA Population,Primary Care,0,NA,CA,Withdrawn,17/05/1994,31/12/1996,Metropolitan,06047000301,Not applicable,31/12/1996,8.5,20370,39.1,2396:1,Low Income Migrant Farmworker Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,3.01,,CA,CT,Census Tract,Low Income Migrant Farmworker Population HPSA,25500,-5130,M,LI-MFW,,3000:1,20370,0,W,Hpsa Pop,12/31/1996,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
Merced Community Medical Center,106999065K,Other Facility,Primary Care,0,NA,CA,Withdrawn,15/04/1994,31/12/1996,Metropolitan,POINT,,31/12/1996,,,,,,Unknown,-119.27023,36.37410569,,N,Not Determined,,Region 9,CA,XXXXX,06,California,Not Determined,XXX,1,,,Merced Community Medical Center,106999065K,,UNK,Unknown,Other Facility,,,M,,,,,0,W,OFAC,12/31/1996,06,California,,U,CA,XXX  ,06,California,U,U,27/03/2024,03/27/2024
Low Income/Migrant Farmworker - Atwater/Livingston,106999065J,HPSA Population,Primary Care,0,NA,CA,Withdrawn,15/04/1994,31/12/1996,Metropolitan,06047000301,Not applicable,31/12/1996,3,32532,21.3,10844:1,Low Income Migrant Farmworker Population HPSA,Non-Rural,,,,N,"Merced County, CA",,Region 9,CA,06047,06,California,Merced,047,1,,,3.01,,CA,CT,Census Tract,Low Income Migrant Farmworker Population HPSA,9000,23532,M,LI-MFW,,3000:1,32532,0,W,Hpsa Pop,12/31/1996,06,California,Not Applicable,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
Low Income/Migrant Farmworker - Atwater/Livingston,106999065J,HPSA Population,Primary Care,0,NA,CA,Withdrawn,15/04/1994,31/12/1996,Metropolitan,06093000100,Not applicable,31/12/1996,3,32532,21.3,10844:1,Low Income Migrant Farmworker Population HPSA,Rural,,,,N,"Siskiyou County, CA",,Region 9,CA,06093,06,California,Siskiyou,093,1,,,1,,CA,CT,Census Tract,Low Income Migrant Farmworker Population HPSA,9000,23532,M,LI-MFW,,3000:1,32532,0,W,Hpsa Pop,12/31/1996,06,California,Not Applicable,R,CA,06093,06,California,N,N,27/03/2024,03/27/2024
Low Income - Escalon/Manteca/Ripon,106999065H,HPSA Population,Primary Care,0,NA,CA,Withdrawn,18/03/1994,06/08/2007,Metropolitan,06077005004,Not applicable,06/08/2007,0,0,9.2,,Low Income Population HPSA,Non-Rural,,,,N,"San Joaquin County, CA",,Region 9,CA,06077,06,California,San Joaquin,077,1,,,50.04,,CA,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,0,,W,Hpsa Pop,08/06/2007,06,California,Not Applicable,N,CA,06077,06,California,N,N,27/03/2024,03/27/2024
Low Income - Escalon/Manteca/Ripon,106999065H,HPSA Population,Primary Care,0,NA,CA,Withdrawn,18/03/1994,06/08/2007,Metropolitan,06077005003,Not applicable,06/08/2007,0,0,9.2,,Low Income Population HPSA,Non-Rural,,,,N,"San Joaquin County, CA",,Region 9,CA,06077,06,California,San Joaquin,077,1,,,50.03,,CA,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,0,,W,Hpsa Pop,08/06/2007,06,California,Not Applicable,N,CA,06077,06,California,N,N,27/03/2024,03/27/2024
Low Income - Escalon/Manteca/Ripon,106999065H,HPSA Population,Primary Care,0,NA,CA,Withdrawn,18/03/1994,06/08/2007,Metropolitan,06077005106,Not applicable,06/08/2007,0,0,9.2,,Low Income Population HPSA,Non-Rural,,,,N,"San Joaquin County, CA",,Region 9,CA,06077,06,California,San Joaquin,077,1,,,51.06,,CA,CT,Census Tract,Low Income Population HPSA,0,0,M,LI,,3000:1,0,,W,Hpsa Pop,08/06/2007,06,California,Not Applicable,N,CA,06077,06,California,N,N,27/03/2024,03/27/2024
